policy_loss,value_loss,entropy,approx_kl
0.17831790447235107,1963.6116943359375,0.9189385771751404,-1.3969838619232178e-09
-0.19626060128211975,1404.7188720703125,0.9186393022537231,0.00033123278990387917
-0.06500256061553955,1633.9058837890625,0.9184278845787048,0.003583860583603382
-0.01920882984995842,1660.44921875,0.9182482361793518,0.0062135388143360615
-0.02576170116662979,1594.225830078125,0.9180746078491211,0.00586138479411602
-0.05598444491624832,1617.29833984375,0.9179115295410156,0.007989587262272835
0.0018306858837604523,1696.078125,0.9177489280700684,0.018581047654151917
0.12074317783117294,1931.31494140625,0.9175864458084106,0.009982570074498653
-0.028286553919315338,1730.6400146484375,0.9174819588661194,0.011983510106801987
0.11497613042593002,1944.0777587890625,0.9174047112464905,0.010910545475780964
-0.002763863652944565,1680.9552001953125,0.917326807975769,0.008698133751749992
0.05124436691403389,1763.8870849609375,0.91720050573349,0.006365979090332985
-0.1852346956729889,1355.1639404296875,0.917070746421814,0.005304137244820595
-0.05448422580957413,1587.3623046875,0.9169226288795471,0.004129520617425442
-0.06193723529577255,1517.662353515625,0.9167532324790955,0.002974370028823614
0.10092741996049881,1728.6395263671875,0.916593611240387,0.0016116173937916756
-0.07668723911046982,1573.216552734375,0.916437566280365,0.0019379248842597008
0.20152729749679565,2014.1463623046875,0.9162445068359375,0.00410558981820941
-0.18287020921707153,1409.8494873046875,0.916045606136322,0.005647826008498669
0.14566579461097717,1885.5946044921875,0.9158568978309631,0.00793490745127201
-0.03056131675839424,1447.2750244140625,0.915684700012207,0.012083534151315689
-0.13019514083862305,1446.8126220703125,0.9155111312866211,0.009835084900259972
0.1266946792602539,1873.928955078125,0.9153357148170471,0.010891646146774292
-0.1214531809091568,1461.8876953125,0.9151983857154846,0.00738442363217473
0.11302760988473892,1804.160400390625,0.9150342345237732,0.008297329768538475
0.02923155203461647,1750.73779296875,0.9149054288864136,0.013307617977261543
0.07171125710010529,1678.5418701171875,0.914770245552063,0.007223858498036861
0.029903162270784378,1686.5555419921875,0.9146541953086853,0.00818505510687828
0.11519382148981094,1815.6859130859375,0.9145050644874573,0.004945873282849789
-0.18064168095588684,1296.548583984375,0.9143646955490112,0.005455671343952417
-0.13217684626579285,1570.79541015625,0.9142171144485474,0.0036862222477793694
-0.11429505795240402,1312.283203125,0.9140605330467224,0.005530389491468668
-0.14083218574523926,1340.8212890625,0.9138888120651245,0.00853913463652134
0.06639125943183899,1624.5859375,0.913723886013031,0.004986185114830732
-0.023127157241106033,1619.064208984375,0.9135810136795044,0.0054794298484921455
-0.04844732582569122,1529.028076171875,0.913449764251709,0.006314901169389486
-0.0920562744140625,1445.4786376953125,0.9133025407791138,0.007295646239072084
-0.17112354934215546,1298.3922119140625,0.9131394028663635,0.005635565612465143
0.2782604992389679,2157.029052734375,0.9129852652549744,0.01011175848543644
0.05647888034582138,1693.117431640625,0.9128537178039551,0.008984269574284554
0.005709873512387276,1646.1181640625,0.9126977920532227,0.010024476796388626
-0.12859869003295898,1297.360107421875,0.912559986114502,0.011321991682052612
-0.09357747435569763,1458.453125,0.9124298691749573,0.009814060293138027
0.054867859929800034,1627.5845947265625,0.9123091101646423,0.008059998042881489
-0.07375471293926239,1531.848876953125,0.9121909737586975,0.006985077168792486
0.023843107745051384,1479.4521484375,0.9120572805404663,0.004408890847116709
0.154089093208313,1877.8680419921875,0.9119163751602173,0.003958610352128744
-0.009047440253198147,1583.287841796875,0.911808431148529,0.003971979487687349
0.019768528640270233,1784.2393798828125,0.9116867780685425,-6.51925802230835e-09
0.05643801763653755,1868.929931640625,0.9115542769432068,3.5204458981752396e-05
0.00203535333275795,1765.7420654296875,0.9114584922790527,0.00011764932423830032
0.12870554625988007,1979.56982421875,0.911331057548523,0.0003201747313141823
-0.012113774195313454,1752.44140625,0.9112154245376587,0.0006240140646696091
-0.1291358470916748,1636.9085693359375,0.9111343026161194,0.00043945852667093277
-0.0987827405333519,1583.100341796875,0.9110668897628784,0.0008348291739821434
0.03439899533987045,1860.870849609375,0.9110135436058044,0.0009018969722092152
0.0932946726679802,1870.79833984375,0.9109529852867126,0.0012914934195578098
0.037815190851688385,1829.2913818359375,0.9108887314796448,0.0011523677967488766
-0.04622192308306694,1620.97900390625,0.9108306169509888,0.0008669211529195309
0.11071571707725525,1981.610107421875,0.9107855558395386,0.0014707171358168125
0.08039770275354385,1876.0538330078125,0.9107216596603394,0.0006302278488874435
-0.08559641987085342,1652.681884765625,0.9106951951980591,0.00022895168513059616
-0.0796247124671936,1594.164306640625,0.9106684923171997,0.0001818300224840641
-0.10005983710289001,1577.6400146484375,0.910641610622406,0.00033545074984431267
0.08082030713558197,1877.9981689453125,0.9105967879295349,0.000627436675131321
-0.046319182962179184,1628.6683349609375,0.9105616211891174,0.0012364950962364674
0.004059541970491409,1745.7760009765625,0.9105349779129028,0.0017867209389805794
-0.22066649794578552,1376.8388671875,0.9105148911476135,0.0010310378856956959
-0.1369483917951584,1599.9063720703125,0.9104828238487244,0.002860590349882841
0.11051875352859497,1753.267822265625,0.9104682207107544,0.004015524871647358
-0.0011717714369297028,1742.4774169921875,0.9104490876197815,0.004127072636038065
0.20812061429023743,2046.884765625,0.9104241132736206,0.004717415664345026
0.13777656853199005,1856.3692626953125,0.9103978872299194,0.004703097511082888
-0.07570825517177582,1629.7723388671875,0.9103518724441528,0.003882959019392729
0.19430024921894073,2052.36669921875,0.9102945923805237,0.0029642204754054546
-0.06072046607732773,1625.130126953125,0.9102534651756287,0.003430131357163191
-0.00586947426199913,1641.7236328125,0.9102101922035217,0.003359080757945776
0.08480282872915268,1859.2894287109375,0.910178542137146,0.0027101757004857063
-0.17626908421516418,1423.9501953125,0.9101482033729553,0.0023383083753287792
-0.10325449705123901,1462.318115234375,0.9101185202598572,0.002218811772763729
0.050406116992235184,1731.6883544921875,0.9100819230079651,0.0020156847313046455
0.028751607984304428,1734.8555908203125,0.9100398421287537,0.0016014724969863892
0.02655964344739914,1651.010498046875,0.9099847078323364,0.0010482603684067726
-0.05538129806518555,1618.086669921875,0.9099364280700684,0.0007858308963477612
-0.02507864497601986,1671.9144287109375,0.9098787307739258,0.0004144255071878433
0.1905420869588852,1975.50390625,0.9098444581031799,0.0005455813370645046
-0.1832425594329834,1364.5628662109375,0.9098101258277893,0.0005245590582489967
-0.032772742211818695,1581.302978515625,0.90977942943573,0.0008064913563430309
-0.09718191623687744,1475.42138671875,0.9097562432289124,0.0004903720691800117
-0.09434407204389572,1576.9320068359375,0.9097323417663574,0.000825587660074234
-0.03247810900211334,1608.4639892578125,0.9097052216529846,0.0014630891382694244
0.16793519258499146,1808.25048828125,0.9096770882606506,0.0008267462253570557
0.17173683643341064,1806.8685302734375,0.9096550345420837,0.0020317770540714264
-0.18028320372104645,1398.460205078125,0.9096173048019409,0.001377149485051632
-0.28656598925590515,1269.462158203125,0.909573495388031,0.0014692218974232674
0.341556191444397,2167.41796875,0.9095393419265747,0.002058928832411766
0.023204823955893517,1559.0440673828125,0.9095133543014526,-4.656612873077393e-10
0.11714448034763336,1673.40087890625,0.9094882607460022,8.237548172473907e-07
-0.25570449233055115,1198.529052734375,0.9094744920730591,4.077795892953873e-06
0.14134840667247772,1857.8367919921875,0.9094186425209045,3.4862663596868515e-05
-0.1180177628993988,1273.5897216796875,0.9093273878097534,6.381608545780182e-05
