timestamp,electricity_price_eur_per_kwh,electricity_demand_kw,renewable_generation_kw,hour_of_day,day_of_week,demand_forecast_1h_kw,renewable_forecast_1h_kw,rolling_average_price_24h
2024-07-01 00:00:00,0.11289927766797572,44.16472579218162,4.963246939436673,0,0,43.45368937978719,0.0,0.11289927766797572
2024-07-01 01:00:00,0.10372695055487942,39.88205433346808,0.15945237389758368,1,0,43.311614496862624,0.0,0.10831311411142758
2024-07-01 02:00:00,0.10984071190985906,45.70958407166192,3.8192178170515705,2,0,43.884042412732974,0.0,0.10882231337757141
2024-07-01 03:00:00,0.11276075220557967,46.67905635641213,0.0,3,0,46.73444466153201,0.0,0.10980692308457346
2024-07-01 04:00:00,0.10913185832568176,38.43133062798221,4.923359731363416,4,0,44.81603632839343,0.0,0.10967191013279512
2024-07-01 05:00:00,0.11154487875780908,42.59023320431213,0.9576954608711385,5,0,49.56136636836377,0.0,0.10998407157029745
2024-07-01 06:00:00,0.09801364956810697,50.26736804036089,1.5217566917513052,6,0,50.46531634403596,22.724368585343193,0.10827401128427025
2024-07-01 07:00:00,0.09262927160341526,51.88389554013552,20.463387701360787,7,0,54.64974130693569,40.514975453904725,0.10631841882416337
2024-07-01 08:00:00,0.10111141079017509,54.142863746658676,36.873057851390584,8,0,52.543131957376495,52.34451800491811,0.10573986237594245
2024-07-01 09:00:00,0.09785987790832544,50.20444911062192,54.642462175301034,9,0,52.13326619204303,69.41781546103876,0.10495186392918074
2024-07-01 10:00:00,0.0867167007482976,52.80885344646829,65.3812230237774,10,0,47.15258896506758,75.51711288756624,0.10329412182182773
2024-07-01 11:00:00,0.09033587991963443,49.65116959953901,78.00944834264887,11,0,44.84143730141207,76.37781837856846,0.1022142683299783
2024-07-01 12:00:00,0.09480480998477961,45.94041380041398,76.57374049201637,12,0,45.59188081391515,71.21871127169244,0.10164430999573225
2024-07-01 13:00:00,0.0998636187732552,49.69247277235829,69.41326182611347,13,0,51.62777554481589,67.88634072952925,0.1015171177655553
2024-07-01 14:00:00,0.11240276213576124,49.67695701280809,61.052305784277685,14,0,48.72058915242384,59.87141754242791,0.1022428273902357
2024-07-01 15:00:00,0.0988723841617909,49.11101449307491,48.60483847891196,15,0,55.453303345368994,38.6830205993554,0.1020321746884579
2024-07-01 16:00:00,0.12755043631249677,57.88833805566417,40.80511793981714,16,0,61.854496145123,22.798913445826678,0.10353324890163665
